LCLid,tstp,energy(kWh/hh)
MAC000223,2013-01-01 00:00:00, 0.087 
MAC000223,2013-01-01 00:30:00, 0.093 
MAC000223,2013-01-01 01:00:00, 0.123 
MAC000223,2013-01-01 01:30:00, 0.073 
MAC000223,2013-01-01 02:00:00, 0.048 
MAC000223,2013-01-01 02:30:00, 0.043 
MAC000223,2013-01-01 03:00:00, 0.033 
MAC000223,2013-01-01 03:30:00, 0.058 
MAC000223,2013-01-01 04:00:00, 0.065 
MAC000223,2013-01-01 04:30:00, 0.076 
MAC000223,2013-01-01 05:00:00, 0.058 
MAC000223,2013-01-01 05:30:00, 0.054 
MAC000223,2013-01-01 06:00:00, 0.055 
MAC000223,2013-01-01 06:30:00, 0.069 
MAC000223,2013-01-01 07:00:00, 0.025 
MAC000223,2013-01-01 07:30:00, 0.015 
MAC000223,2013-01-01 08:00:00, 0.014 
MAC000223,2013-01-01 08:30:00, 0.031 
MAC000223,2013-01-01 09:00:00, 0.03 
MAC000223,2013-01-01 09:30:00, 0.017 
MAC000223,2013-01-01 10:00:00, 0.017 
MAC000223,2013-01-01 10:30:00, 0.027 
MAC000223,2013-01-01 11:00:00, 0.048 
MAC000223,2013-01-01 11:30:00, 0.175 
MAC000223,2013-01-01 12:00:00, 0.061 
MAC000223,2013-01-01 12:30:00, 0.042 
MAC000223,2013-01-01 13:00:00, 0.04 
MAC000223,2013-01-01 13:30:00, 0.019 
MAC000223,2013-01-01 14:00:00, 0.017 
MAC000223,2013-01-01 14:30:00, 0.017 
MAC000223,2013-01-01 15:00:00, 0.039 
MAC000223,2013-01-01 15:30:00, 0.023 
MAC000223,2013-01-01 16:00:00, 0.016 
MAC000223,2013-01-01 16:30:00, 0.017 
MAC000223,2013-01-01 17:00:00, 0.038 
MAC000223,2013-01-01 17:30:00, 0.495 
MAC000223,2013-01-01 18:00:00, 0.475 
MAC000223,2013-01-01 18:30:00, 0.506 
MAC000223,2013-01-01 19:00:00, 0.546 
MAC000223,2013-01-01 19:30:00, 1.598 
MAC000223,2013-01-01 20:00:00, 0.746 
MAC000223,2013-01-01 20:30:00, 0.41 
MAC000223,2013-01-01 21:00:00, 0.683 
MAC000223,2013-01-01 21:30:00, 0.534 
MAC000223,2013-01-01 22:00:00, 0.53 
MAC000223,2013-01-01 22:30:00, 0.585 
MAC000223,2013-01-01 23:00:00, 0.529 
MAC000223,2013-01-01 23:30:00, 0.528 
MAC000223,2013-01-02 00:00:00, 0.531 
MAC000223,2013-01-02 00:30:00, 0.526 
MAC000223,2013-01-02 01:00:00, 0.469 
MAC000223,2013-01-02 01:30:00, 0.464 
MAC000223,2013-01-02 02:00:00, 0.465 
MAC000223,2013-01-02 02:30:00, 0.444 
MAC000223,2013-01-02 03:00:00, 0.444 
MAC000223,2013-01-02 03:30:00, 0.448 
MAC000223,2013-01-02 04:00:00, 0.455 
MAC000223,2013-01-02 04:30:00, 0.451 
MAC000223,2013-01-02 05:00:00, 0.462 
MAC000223,2013-01-02 05:30:00, 0.471 
MAC000223,2013-01-02 06:00:00, 0.469 
MAC000223,2013-01-02 06:30:00, 0.442 
MAC000223,2013-01-02 07:00:00, 0.441 
MAC000223,2013-01-02 07:30:00, 0.457 
MAC000223,2013-01-02 08:00:00, 0.29 
MAC000223,2013-01-02 08:30:00, 1.239 
MAC000223,2013-01-02 09:00:00, 0.591 
MAC000223,2013-01-02 09:30:00, 0.056 
MAC000223,2013-01-02 10:00:00, 0.048 
MAC000223,2013-01-02 10:30:00, 0.056 
MAC000223,2013-01-02 11:00:00, 0.032 
MAC000223,2013-01-02 11:30:00, 0.028 
MAC000223,2013-01-02 12:00:00, 0.028 
MAC000223,2013-01-02 12:30:00, 0.034 
MAC000223,2013-01-02 13:00:00, 0.031 
MAC000223,2013-01-02 13:30:00, 0.032 
MAC000223,2013-01-02 14:00:00, 0.051 
MAC000223,2013-01-02 14:30:00, 0.056 
MAC000223,2013-01-02 15:00:00, 0.043 
MAC000223,2013-01-02 15:30:00, 0.026 
MAC000223,2013-01-02 16:00:00, 0.03 
MAC000223,2013-01-02 16:30:00, 0.034 
MAC000223,2013-01-02 17:00:00, 0.029 
MAC000223,2013-01-02 17:30:00, 0.026 
MAC000223,2013-01-02 18:00:00, 0.049 
MAC000223,2013-01-02 18:30:00, 0.058 
MAC000223,2013-01-02 19:00:00, 0.072 
MAC000223,2013-01-02 19:30:00, 0.044 
MAC000223,2013-01-02 20:00:00, 0.055 
MAC000223,2013-01-02 20:30:00, 0.168 
MAC000223,2013-01-02 21:00:00, 0.496 
MAC000223,2013-01-02 21:30:00, 0.797 
MAC000223,2013-01-02 22:00:00, 1.064 
MAC000223,2013-01-02 22:30:00, 0.945 
MAC000223,2013-01-02 23:00:00, 0.727 
MAC000223,2013-01-02 23:30:00, 0.236 
MAC000223,2013-01-03 00:00:00, 0.463 
MAC000223,2013-01-03 00:30:00, 0.46 
MAC000223,2013-01-03 01:00:00, 0.45 
MAC000223,2013-01-03 01:30:00, 0.455 
MAC000223,2013-01-03 02:00:00, 0.446 
MAC000223,2013-01-03 02:30:00, 0.441 
MAC000223,2013-01-03 03:00:00, 0.446 
MAC000223,2013-01-03 03:30:00, 0.447 
MAC000223,2013-01-03 04:00:00, 0.461 
MAC000223,2013-01-03 04:30:00, 0.463 
MAC000223,2013-01-03 05:00:00, 0.465 
MAC000223,2013-01-03 05:30:00, 0.463 
MAC000223,2013-01-03 06:00:00, 0.443 
MAC000223,2013-01-03 06:30:00, 0.453 
MAC000223,2013-01-03 07:00:00, 0.434 
MAC000223,2013-01-03 07:30:00, 0.473 
MAC000223,2013-01-03 08:00:00, 0.538 
MAC000223,2013-01-03 08:30:00, 0.223 
MAC000223,2013-01-03 09:00:00, 0.182 
MAC000223,2013-01-03 09:30:00, 0.387 
MAC000223,2013-01-03 10:00:00, 0.568 
MAC000223,2013-01-03 10:30:00, 0.713 
MAC000223,2013-01-03 11:00:00, 1.184 
MAC000223,2013-01-03 11:30:00, 0.701 
MAC000223,2013-01-03 12:00:00, 0.938 
MAC000223,2013-01-03 12:30:00, 0.249 
MAC000223,2013-01-03 13:00:00, 0.235 
MAC000223,2013-01-03 13:30:00, 0.218 
MAC000223,2013-01-03 14:00:00, 0.604 
MAC000223,2013-01-03 14:30:00, 0.837 
MAC000223,2013-01-03 15:00:00, 0.927 
MAC000223,2013-01-03 15:30:00, 0.85 
MAC000223,2013-01-03 16:00:00, 0.581 
MAC000223,2013-01-03 16:30:00, 0.805 
MAC000223,2013-01-03 17:00:00, 0.689 
MAC000223,2013-01-03 17:30:00, 0.604 
MAC000223,2013-01-03 18:00:00, 0.659 
MAC000223,2013-01-03 18:30:00, 0.629 
MAC000223,2013-01-03 19:00:00, 0.62 
MAC000223,2013-01-03 19:30:00, 0.706 
MAC000223,2013-01-03 20:00:00, 0.784 
MAC000223,2013-01-03 20:30:00, 0.741 
MAC000223,2013-01-03 21:00:00, 0.734 
MAC000223,2013-01-03 21:30:00, 0.92 
MAC000223,2013-01-03 22:00:00, 0.741 
MAC000223,2013-01-03 22:30:00, 0.738 
MAC000223,2013-01-03 23:00:00, 0.794 
MAC000223,2013-01-03 23:30:00, 0.694 
MAC000223,2013-01-04 00:00:00, 0.685 
MAC000223,2013-01-04 00:30:00, 0.687 
MAC000223,2013-01-04 01:00:00, 0.685 
MAC000223,2013-01-04 01:30:00, 0.655 
MAC000223,2013-01-04 02:00:00, 0.604 
MAC000223,2013-01-04 02:30:00, 0.594 
MAC000223,2013-01-04 03:00:00, 0.597 
MAC000223,2013-01-04 03:30:00, 0.598 
MAC000223,2013-01-04 04:00:00, 0.606 
MAC000223,2013-01-04 04:30:00, 0.619 
MAC000223,2013-01-04 05:00:00, 0.611 
MAC000223,2013-01-04 05:30:00, 0.588 
MAC000223,2013-01-04 06:00:00, 0.587 
MAC000223,2013-01-04 06:30:00, 0.594 
MAC000223,2013-01-04 07:00:00, 0.55 
MAC000223,2013-01-04 07:30:00, 0.538 
MAC000223,2013-01-04 08:00:00, 0.232 
MAC000223,2013-01-04 08:30:00, 0.385 
MAC000223,2013-01-04 09:00:00, 0.724 
MAC000223,2013-01-04 09:30:00, 0.209 
MAC000223,2013-01-04 10:00:00, 0.251 
MAC000223,2013-01-04 10:30:00, 0.599 
MAC000223,2013-01-04 11:00:00, 0.702 
MAC000223,2013-01-04 11:30:00, 0.572 
MAC000223,2013-01-04 12:00:00, 0.415 
MAC000223,2013-01-04 12:30:00, 0.051 
MAC000223,2013-01-04 13:00:00, 0.057 
MAC000223,2013-01-04 13:30:00, 0.037 
MAC000223,2013-01-04 14:00:00, 0.028 
MAC000223,2013-01-04 14:30:00, 0.029 
MAC000223,2013-01-04 15:00:00, 0.034 
MAC000223,2013-01-04 15:30:00, 0.032 
MAC000223,2013-01-04 16:00:00, 0.048 
MAC000223,2013-01-04 16:30:00, 0.049 
MAC000223,2013-01-04 17:00:00, 0.033 
MAC000223,2013-01-04 17:30:00, 0.034 
MAC000223,2013-01-04 18:00:00, 0.03 
MAC000223,2013-01-04 18:30:00, 0.028 
MAC000223,2013-01-04 19:00:00, 0.032 
MAC000223,2013-01-04 19:30:00, 0.055 
MAC000223,2013-01-04 20:00:00, 0.045 
MAC000223,2013-01-04 20:30:00, 0.03 
MAC000223,2013-01-04 21:00:00, 0.027 
MAC000223,2013-01-04 21:30:00, 0.027 
MAC000223,2013-01-04 22:00:00, 0.575 
MAC000223,2013-01-04 22:30:00, 1.105 
MAC000223,2013-01-04 23:00:00, 0.92 
MAC000223,2013-01-04 23:30:00, 1.033 
MAC000223,2013-01-05 00:00:00, 1.056 
MAC000223,2013-01-05 00:30:00, 0.833 
MAC000223,2013-01-05 01:00:00, 0.493 
MAC000223,2013-01-05 01:30:00, 0.464 
MAC000223,2013-01-05 02:00:00, 0.445 
MAC000223,2013-01-05 02:30:00, 0.452 
MAC000223,2013-01-05 03:00:00, 0.467 
MAC000223,2013-01-05 03:30:00, 0.44 
MAC000223,2013-01-05 04:00:00, 0.447 
MAC000223,2013-01-05 04:30:00, 0.459 
MAC000223,2013-01-05 05:00:00, 0.452 
MAC000223,2013-01-05 05:30:00, 0.454 
MAC000223,2013-01-05 06:00:00, 0.452 
MAC000223,2013-01-05 06:30:00, 0.369 
MAC000223,2013-01-05 07:00:00, 0.049 
MAC000223,2013-01-05 07:30:00, 0.043 
MAC000223,2013-01-05 08:00:00, 0.042 
MAC000223,2013-01-05 08:30:00, 0.056 
MAC000223,2013-01-05 09:00:00, 0.042 
MAC000223,2013-01-05 09:30:00, 0.361 
MAC000223,2013-01-05 10:00:00, 0.405 
MAC000223,2013-01-05 10:30:00, 0.134 
MAC000223,2013-01-05 11:00:00, 1.21 
MAC000223,2013-01-05 11:30:00, 0.589 
MAC000223,2013-01-05 12:00:00, 0.222 
MAC000223,2013-01-05 12:30:00, 0.034 
MAC000223,2013-01-05 13:00:00, 0.041 
MAC000223,2013-01-05 13:30:00, 0.031 
MAC000223,2013-01-05 14:00:00, 0.029 
MAC000223,2013-01-05 14:30:00, 0.045 
MAC000223,2013-01-05 15:00:00, 0.038 
MAC000223,2013-01-05 15:30:00, 0.026 
MAC000223,2013-01-05 16:00:00, 0.036 
MAC000223,2013-01-05 16:30:00, 0.039 
MAC000223,2013-01-05 17:00:00, 0.033 
MAC000223,2013-01-05 17:30:00, 0.036 
MAC000223,2013-01-05 18:00:00, 0.037 
MAC000223,2013-01-05 18:30:00, 0.027 
MAC000223,2013-01-05 19:00:00, 0.036 
MAC000223,2013-01-05 19:30:00, 0.046 
MAC000223,2013-01-05 20:00:00, 0.027 
MAC000223,2013-01-05 20:30:00, 0.027 
MAC000223,2013-01-05 21:00:00, 0.045 
MAC000223,2013-01-05 21:30:00, 0.033 
MAC000223,2013-01-05 22:00:00, 0.47 
MAC000223,2013-01-05 22:30:00, 1.053 
MAC000223,2013-01-05 23:00:00, 1.112 
MAC000223,2013-01-05 23:30:00, 0.853 
MAC000223,2013-01-06 00:00:00, 1.244 
MAC000223,2013-01-06 00:30:00, 0.575 
MAC000223,2013-01-06 01:00:00, 0.656 
MAC000223,2013-01-06 01:30:00, 0.602 
MAC000223,2013-01-06 02:00:00, 0.579 
MAC000223,2013-01-06 02:30:00, 0.601 
MAC000223,2013-01-06 03:00:00, 0.523 
MAC000223,2013-01-06 03:30:00, 0.574 
MAC000223,2013-01-06 04:00:00, 0.591 
MAC000223,2013-01-06 04:30:00, 0.295 
MAC000223,2013-01-06 05:00:00, 0.489 
MAC000223,2013-01-06 05:30:00, 0.39 
MAC000223,2013-01-06 06:00:00, 0.535 
MAC000223,2013-01-06 06:30:00, 0.399 
MAC000223,2013-01-06 07:00:00, 0.48 
MAC000223,2013-01-06 07:30:00, 0.317 
MAC000223,2013-01-06 08:00:00, 0.69 
MAC000223,2013-01-06 08:30:00, 0.215 
MAC000223,2013-01-06 09:00:00, 0.467 
MAC000223,2013-01-06 09:30:00, 0.186 
MAC000223,2013-01-06 10:00:00, 0.263 
MAC000223,2013-01-06 10:30:00, 0.713 
MAC000223,2013-01-06 11:00:00, 0.616 
MAC000223,2013-01-06 11:30:00, 0.037 
MAC000223,2013-01-06 12:00:00, 0.026 
MAC000223,2013-01-06 12:30:00, 0.155 
MAC000223,2013-01-06 13:00:00, 0.05 
MAC000223,2013-01-06 13:30:00, 0.041 
MAC000223,2013-01-06 14:00:00, 0.062 
MAC000223,2013-01-06 14:30:00, 0.054 
MAC000223,2013-01-06 15:00:00, 0.047 
MAC000223,2013-01-06 15:30:00, 0.052 
MAC000223,2013-01-06 16:00:00, 0.048 
MAC000223,2013-01-06 16:30:00, 0.109 
MAC000223,2013-01-06 17:00:00, 0.042 
MAC000223,2013-01-06 17:30:00, 0.051 
MAC000223,2013-01-06 18:00:00, 0.147 
MAC000223,2013-01-06 18:30:00, 0.078 
MAC000223,2013-01-06 19:00:00, 0.109 
MAC000223,2013-01-06 19:30:00, 0.121 
MAC000223,2013-01-06 20:00:00, 1.323 
MAC000223,2013-01-06 20:30:00, 1.549 
MAC000223,2013-01-06 21:00:00, 1.529 
MAC000223,2013-01-06 21:30:00, 1.516 
MAC000223,2013-01-06 22:00:00, 1.586 
MAC000223,2013-01-06 22:30:00, 0.646 
MAC000223,2013-01-06 23:00:00, 0.708 
MAC000223,2013-01-06 23:30:00, 0.781 
MAC000223,2013-01-07 00:00:00, 0.797 
MAC000223,2013-01-07 00:30:00, 0.66 
MAC000223,2013-01-07 01:00:00, 0.634 
MAC000223,2013-01-07 01:30:00, 0.667 
MAC000223,2013-01-07 02:00:00, 0.664 
MAC000223,2013-01-07 02:30:00, 0.606 
MAC000223,2013-01-07 03:00:00, 0.663 
MAC000223,2013-01-07 03:30:00, 0.683 
MAC000223,2013-01-07 04:00:00, 0.607 
MAC000223,2013-01-07 04:30:00, 0.657 
MAC000223,2013-01-07 05:00:00, 0.648 
MAC000223,2013-01-07 05:30:00, 0.603 
MAC000223,2013-01-07 06:00:00, 0.651 
MAC000223,2013-01-07 06:30:00, 0.618 
MAC000223,2013-01-07 07:00:00, 0.651 
MAC000223,2013-01-07 07:30:00, 0.672 
MAC000223,2013-01-07 08:00:00, 0.335 
MAC000223,2013-01-07 08:30:00, 0.614 
MAC000223,2013-01-07 09:00:00, 0.927 
MAC000223,2013-01-07 09:30:00, 0.669 
MAC000223,2013-01-07 10:00:00, 0.726 
MAC000223,2013-01-07 10:30:00, 0.688 
MAC000223,2013-01-07 11:00:00, 1.673 
MAC000223,2013-01-07 11:30:00, 1.332 
MAC000223,2013-01-07 12:00:00, 1.4069999 
MAC000223,2013-01-07 12:30:00, 1.45 
MAC000223,2013-01-07 13:00:00, 1.545 
MAC000223,2013-01-07 13:30:00, 1.451 
MAC000223,2013-01-07 14:00:00, 1.442 
MAC000223,2013-01-07 14:30:00, 1.42 
MAC000223,2013-01-07 15:00:00, 1.427 
MAC000223,2013-01-07 15:30:00, 1.423 
MAC000223,2013-01-07 16:00:00, 1.399 
MAC000223,2013-01-07 16:30:00, 0.679 
MAC000223,2013-01-07 17:00:00, 0.469 
MAC000223,2013-01-07 17:30:00, 0.676 
MAC000223,2013-01-07 18:00:00, 1.403 
MAC000223,2013-01-07 18:30:00, 1.168 
MAC000223,2013-01-07 19:00:00, 0.929 
MAC000223,2013-01-07 19:30:00, 0.903 
MAC000223,2013-01-07 20:00:00, 0.721 
MAC000223,2013-01-07 20:30:00, 0.666 
MAC000223,2013-01-07 21:00:00, 0.804 
MAC000223,2013-01-07 21:30:00, 0.961 
MAC000223,2013-01-07 22:00:00, 1.14 
MAC000223,2013-01-07 22:30:00, 0.569 
MAC000223,2013-01-07 23:00:00, 0.476 
MAC000223,2013-01-07 23:30:00, 0.507 
MAC000223,2013-01-08 00:00:00, 0.503 
MAC000223,2013-01-08 00:30:00, 0.469 
MAC000223,2013-01-08 01:00:00, 0.451 
MAC000223,2013-01-08 01:30:00, 0.472 
MAC000223,2013-01-08 02:00:00, 0.456 
MAC000223,2013-01-08 02:30:00, 0.442 
MAC000223,2013-01-08 03:00:00, 0.46 
MAC000223,2013-01-08 03:30:00, 0.451 
MAC000223,2013-01-08 04:00:00, 0.457 
MAC000223,2013-01-08 04:30:00, 0.456 
MAC000223,2013-01-08 05:00:00, 0.444 
MAC000223,2013-01-08 05:30:00, 0.464 
MAC000223,2013-01-08 06:00:00, 0.449 
MAC000223,2013-01-08 06:30:00, 0.436 
MAC000223,2013-01-08 07:00:00, 0.465 
MAC000223,2013-01-08 07:30:00, 0.461 
MAC000223,2013-01-08 08:00:00, 0.461 
MAC000223,2013-01-08 08:30:00, 0.427 
MAC000223,2013-01-08 09:00:00, 0.11 
MAC000223,2013-01-08 09:30:00, 0.039 
MAC000223,2013-01-08 10:00:00, 0.039 
MAC000223,2013-01-08 10:30:00, 0.036 
MAC000223,2013-01-08 11:00:00, 0.3 
MAC000223,2013-01-08 11:30:00, 0.531 
MAC000223,2013-01-08 12:00:00, 0.608 
MAC000223,2013-01-08 12:30:00, 0.522 
MAC000223,2013-01-08 13:00:00, 0.135 
MAC000223,2013-01-08 13:30:00, 0.026 
MAC000223,2013-01-08 14:00:00, 0.058 
MAC000223,2013-01-08 14:30:00, 0.03 
MAC000223,2013-01-08 15:00:00, 0.027 
MAC000223,2013-01-08 15:30:00, 0.053 
MAC000223,2013-01-08 16:00:00, 0.033 
MAC000223,2013-01-08 16:30:00, 0.027 
MAC000223,2013-01-08 17:00:00, 0.047 
MAC000223,2013-01-08 17:30:00, 0.037 
MAC000223,2013-01-08 18:00:00, 0.036 
MAC000223,2013-01-08 18:30:00, 0.557 
MAC000223,2013-01-08 19:00:00, 1.5369999 
MAC000223,2013-01-08 19:30:00, 0.619 
MAC000223,2013-01-08 20:00:00, 0.572 
MAC000223,2013-01-08 20:30:00, 0.552 
MAC000223,2013-01-08 21:00:00, 0.542 
MAC000223,2013-01-08 21:30:00, 0.509 
MAC000223,2013-01-08 22:00:00, 0.478 
MAC000223,2013-01-08 22:30:00, 0.963 
MAC000223,2013-01-08 23:00:00, 0.072 
MAC000223,2013-01-08 23:30:00, 0.479 
MAC000223,2013-01-09 00:00:00, 0.541 
MAC000223,2013-01-09 00:30:00, 0.63 
MAC000223,2013-01-09 01:00:00, 0.618 
MAC000223,2013-01-09 01:30:00, 0.499 
MAC000223,2013-01-09 02:00:00, 0.459 
MAC000223,2013-01-09 02:30:00, 0.447 
MAC000223,2013-01-09 03:00:00, 0.446 
MAC000223,2013-01-09 03:30:00, 0.456 
MAC000223,2013-01-09 04:00:00, 0.45 
MAC000223,2013-01-09 04:30:00, 0.439 
MAC000223,2013-01-09 05:00:00, 0.452 
MAC000223,2013-01-09 05:30:00, 0.454 
MAC000223,2013-01-09 06:00:00, 0.449 
MAC000223,2013-01-09 06:30:00, 0.452 
MAC000223,2013-01-09 07:00:00, 0.433 
MAC000223,2013-01-09 07:30:00, 0.456 
MAC000223,2013-01-09 08:00:00, 0.476 
MAC000223,2013-01-09 08:30:00, 0.43 
MAC000223,2013-01-09 09:00:00, 0.438 
MAC000223,2013-01-09 09:30:00, 0.489 
MAC000223,2013-01-09 10:00:00, 0.684 
MAC000223,2013-01-09 10:30:00, 0.442 
MAC000223,2013-01-09 11:00:00, 0.594 
MAC000223,2013-01-09 11:30:00, 0.481 
MAC000223,2013-01-09 12:00:00, 0.507 
MAC000223,2013-01-09 12:30:00, 0.536 
MAC000223,2013-01-09 13:00:00, 0.403 
MAC000223,2013-01-09 13:30:00, 0.082 
MAC000223,2013-01-09 14:00:00, 0.118 
MAC000223,2013-01-09 14:30:00, 0.272 
MAC000223,2013-01-09 15:00:00, 0.188 
MAC000223,2013-01-09 15:30:00, 0.123 
MAC000223,2013-01-09 16:00:00, 0.402 
MAC000223,2013-01-09 16:30:00, 0.49 
MAC000223,2013-01-09 17:00:00, 0.499 
MAC000223,2013-01-09 17:30:00, 0.532 
MAC000223,2013-01-09 18:00:00, 0.52 
MAC000223,2013-01-09 18:30:00, 0.509 
MAC000223,2013-01-09 19:00:00, 0.511 
MAC000223,2013-01-09 19:30:00, 0.464 
MAC000223,2013-01-09 20:00:00, 0.187 
MAC000223,2013-01-09 20:30:00, 0.051 
MAC000223,2013-01-09 21:00:00, 0.034 
MAC000223,2013-01-09 21:30:00, 0.035 
MAC000223,2013-01-09 22:00:00, 0.082 
MAC000223,2013-01-09 22:30:00, 0.058 
MAC000223,2013-01-09 23:00:00, 0.06 
MAC000223,2013-01-09 23:30:00, 0.451 
MAC000223,2013-01-10 00:00:00, 0.738 
MAC000223,2013-01-10 00:30:00, 0.526 
MAC000223,2013-01-10 01:00:00, 0.525 
MAC000223,2013-01-10 01:30:00, 0.481 
MAC000223,2013-01-10 02:00:00, 0.491 
MAC000223,2013-01-10 02:30:00, 0.479 
MAC000223,2013-01-10 03:00:00, 0.454 
MAC000223,2013-01-10 03:30:00, 0.457 
MAC000223,2013-01-10 04:00:00, 0.454 
MAC000223,2013-01-10 04:30:00, 0.164 
MAC000223,2013-01-10 05:00:00, 0.048 
MAC000223,2013-01-10 05:30:00, 0.037 
MAC000223,2013-01-10 06:00:00, 0.057 
MAC000223,2013-01-10 06:30:00, 0.046 
MAC000223,2013-01-10 07:00:00, 0.427 
MAC000223,2013-01-10 07:30:00, 0.471 
MAC000223,2013-01-10 08:00:00, 0.466 
MAC000223,2013-01-10 08:30:00, 0.442 
MAC000223,2013-01-10 09:00:00, 0.469 
MAC000223,2013-01-10 09:30:00, 0.508 
MAC000223,2013-01-10 10:00:00, 0.447 
MAC000223,2013-01-10 10:30:00, 0.438 
MAC000223,2013-01-10 11:00:00, 0.613 
MAC000223,2013-01-10 11:30:00, 0.717 
MAC000223,2013-01-10 12:00:00, 0.571 
MAC000223,2013-01-10 12:30:00, 0.571 
MAC000223,2013-01-10 13:00:00, 0.517 
MAC000223,2013-01-10 13:30:00, 0.509 
MAC000223,2013-01-10 14:00:00, 0.52 
MAC000223,2013-01-10 14:30:00, 0.503 
MAC000223,2013-01-10 15:00:00, 0.484 
MAC000223,2013-01-10 15:30:00, 0.492 
MAC000223,2013-01-10 16:00:00, 0.461 
MAC000223,2013-01-10 16:30:00, 0.466 
MAC000223,2013-01-10 17:00:00, 0.483 
MAC000223,2013-01-10 17:30:00, 0.466 
MAC000223,2013-01-10 18:00:00, 0.467 
MAC000223,2013-01-10 18:30:00, 0.486 
MAC000223,2013-01-10 19:00:00, 0.475 
MAC000223,2013-01-10 19:30:00, 0.484 
MAC000223,2013-01-10 20:00:00, 0.492 
MAC000223,2013-01-10 20:30:00, 0.135 
MAC000223,2013-01-10 21:00:00, 0.324 
MAC000223,2013-01-10 21:30:00, 0.563 
MAC000223,2013-01-10 22:00:00, 0.531 
MAC000223,2013-01-10 22:30:00, 0.542 
MAC000223,2013-01-10 23:00:00, 0.342 
MAC000223,2013-01-10 23:30:00, 0.104 
MAC000223,2013-01-11 00:00:00, 0.442 
MAC000223,2013-01-11 00:30:00, 0.701 
MAC000223,2013-01-11 01:00:00, 0.537 
MAC000223,2013-01-11 01:30:00, 0.264 
MAC000223,2013-01-11 02:00:00, 0.321 
MAC000223,2013-01-11 02:30:00, 0.293 
MAC000223,2013-01-11 03:00:00, 0.275 
MAC000223,2013-01-11 03:30:00, 0.673 
MAC000223,2013-01-11 04:00:00, 0.667 
MAC000223,2013-01-11 04:30:00, 0.651 
MAC000223,2013-01-11 05:00:00, 0.699 
MAC000223,2013-01-11 05:30:00, 0.498 
MAC000223,2013-01-11 06:00:00, 0.308 
MAC000223,2013-01-11 06:30:00, 0.269 
MAC000223,2013-01-11 07:00:00, 0.328 
MAC000223,2013-01-11 07:30:00, 0.314 
MAC000223,2013-01-11 08:00:00, 0.316 
MAC000223,2013-01-11 08:30:00, 0.296 
MAC000223,2013-01-11 09:00:00, 0.55 
MAC000223,2013-01-11 09:30:00, 0.388 
MAC000223,2013-01-11 10:00:00, 0.313 
MAC000223,2013-01-11 10:30:00, 0.321 
MAC000223,2013-01-11 11:00:00, 0.709 
MAC000223,2013-01-11 11:30:00, 0.805 
MAC000223,2013-01-11 12:00:00, 0.729 
MAC000223,2013-01-11 12:30:00, 0.388 
MAC000223,2013-01-11 13:00:00, 0.299 
MAC000223,2013-01-11 13:30:00, 0.281 
MAC000223,2013-01-11 14:00:00, 0.253 
MAC000223,2013-01-11 14:30:00, 0.248 
MAC000223,2013-01-11 15:00:00, 0.245 
MAC000223,2013-01-11 15:30:00, 0.268 
MAC000223,2013-01-11 16:00:00, 0.279 
MAC000223,2013-01-11 16:30:00, 0.254 
MAC000223,2013-01-11 17:00:00, 0.237 
MAC000223,2013-01-11 17:30:00, 0.26 
MAC000223,2013-01-11 18:00:00, 0.316 
MAC000223,2013-01-11 18:30:00, 0.281 
MAC000223,2013-01-11 19:00:00, 0.238 
MAC000223,2013-01-11 19:30:00, 0.295 
MAC000223,2013-01-11 20:00:00, 0.284 
MAC000223,2013-01-11 20:30:00, 0.281 
MAC000223,2013-01-11 21:00:00, 0.276 
MAC000223,2013-01-11 21:30:00, 0.293 
MAC000223,2013-01-11 22:00:00, 0.3 
MAC000223,2013-01-11 22:30:00, 0.397 
MAC000223,2013-01-11 23:00:00, 0.42 
MAC000223,2013-01-11 23:30:00, 0.384 
MAC000223,2013-01-12 00:00:00, 0.53 
MAC000223,2013-01-12 00:30:00, 0.832 
MAC000223,2013-01-12 01:00:00, 0.666 
MAC000223,2013-01-12 01:30:00, 0.659 
MAC000223,2013-01-12 02:00:00, 0.656 
MAC000223,2013-01-12 02:30:00, 0.662 
MAC000223,2013-01-12 03:00:00, 0.648 
MAC000223,2013-01-12 03:30:00, 0.639 
MAC000223,2013-01-12 04:00:00, 0.657 
MAC000223,2013-01-12 04:30:00, 0.644 
MAC000223,2013-01-12 05:00:00, 0.644 
MAC000223,2013-01-12 05:30:00, 0.652 
MAC000223,2013-01-12 06:00:00, 0.637 
MAC000223,2013-01-12 06:30:00, 0.645 
MAC000223,2013-01-12 07:00:00, 0.67 
MAC000223,2013-01-12 07:30:00, 0.263 
MAC000223,2013-01-12 08:00:00, 0.245 
MAC000223,2013-01-12 08:30:00, 0.349 
MAC000223,2013-01-12 09:00:00, 0.657 
MAC000223,2013-01-12 09:30:00, 0.429 
MAC000223,2013-01-12 10:00:00, 0.321 
MAC000223,2013-01-12 10:30:00, 0.483 
MAC000223,2013-01-12 11:00:00, 0.139 
MAC000223,2013-01-12 11:30:00, 0.072 
MAC000223,2013-01-12 12:00:00, 0.048 
MAC000223,2013-01-12 12:30:00, 0.03 
MAC000223,2013-01-12 13:00:00, 0.027 
MAC000223,2013-01-12 13:30:00, 0.044 
MAC000223,2013-01-12 14:00:00, 0.031 
MAC000223,2013-01-12 14:30:00, 0.032 
MAC000223,2013-01-12 15:00:00, 0.038 
